  -0.347E+05  -0.947E+04  -0.947E+04   0.170E+00   0.170E+00   0.118E+00  -0.189E+04   0.552E+03   0.552E+03  -0.872E-01  -0.872E-01   0.108E-01   0.183E+05   0.552E+03   0.837E+04  -0.872E-01   0.433E-02  -0.644E-01   0.183E+05   0.837E+04   0.552E+03   0.433E-02  -0.872E-01  -0.644E-01
  -0.947E+04  -0.347E+05  -0.947E+04   0.170E+00   0.118E+00   0.170E+00   0.552E+03   0.183E+05   0.837E+04  -0.872E-01  -0.644E-01   0.433E-02   0.552E+03  -0.189E+04   0.552E+03  -0.872E-01   0.108E-01  -0.872E-01   0.837E+04   0.183E+05   0.552E+03   0.433E-02  -0.644E-01  -0.872E-01
  -0.947E+04  -0.947E+04  -0.347E+05   0.118E+00   0.170E+00   0.170E+00   0.552E+03   0.837E+04   0.183E+05  -0.644E-01  -0.872E-01   0.433E-02   0.837E+04   0.552E+03   0.183E+05  -0.644E-01   0.433E-02  -0.872E-01   0.552E+03   0.552E+03  -0.189E+04   0.108E-01  -0.872E-01  -0.872E-01
   0.849E-01   0.849E-01   0.588E-01  -0.347E+05   0.113E+00   0.113E+00  -0.436E-01  -0.436E-01  -0.322E-01  -0.679E+03   0.105E-01  -0.617E-01  -0.436E-01  -0.436E-01  -0.322E-01  -0.679E+03  -0.617E-01   0.105E-01   0.217E-02   0.217E-02   0.541E-02   0.361E+05  -0.617E-01  -0.617E-01
   0.849E-01   0.588E-01   0.849E-01   0.113E+00  -0.347E+05   0.113E+00  -0.436E-01  -0.322E-01  -0.436E-01   0.105E-01  -0.679E+03  -0.617E-01   0.217E-02   0.541E-02   0.217E-02  -0.617E-01   0.361E+05  -0.617E-01  -0.436E-01  -0.322E-01  -0.436E-01  -0.617E-01  -0.679E+03   0.105E-01
   0.588E-01   0.849E-01   0.849E-01   0.113E+00   0.113E+00  -0.347E+05   0.541E-02   0.217E-02   0.217E-02  -0.617E-01  -0.617E-01   0.361E+05  -0.322E-01  -0.436E-01  -0.436E-01   0.105E-01  -0.617E-01  -0.679E+03  -0.322E-01  -0.436E-01  -0.436E-01  -0.617E-01   0.105E-01  -0.679E+03
  -0.128E+05   0.362E+04   0.362E+04  -0.708E+00  -0.708E+00   0.116E+00  -0.130E+05  -0.622E+04  -0.622E+04   0.363E+00   0.363E+00   0.116E-01   0.129E+05  -0.242E+04   0.502E+04   0.363E+00  -0.180E-01  -0.634E-01   0.129E+05   0.502E+04  -0.242E+04  -0.180E-01   0.363E+00  -0.634E-01
   0.362E+04   0.558E+05   0.285E+05  -0.708E+00  -0.491E+00   0.466E-01  -0.622E+04  -0.752E+05  -0.304E+05   0.363E+00   0.268E+00   0.455E-01  -0.242E+04   0.267E+04   0.963E+03   0.363E+00  -0.450E-01  -0.458E-01   0.502E+04   0.168E+05   0.963E+03  -0.180E-01   0.268E+00  -0.458E-01
   0.362E+04   0.285E+05   0.558E+05  -0.491E+00  -0.708E+00   0.466E-01  -0.622E+04  -0.304E+05  -0.752E+05   0.268E+00   0.363E+00   0.455E-01   0.502E+04   0.963E+03   0.168E+05   0.268E+00  -0.180E-01  -0.458E-01  -0.242E+04   0.963E+03   0.267E+04  -0.450E-01   0.363E+00  -0.458E-01
  -0.354E+00  -0.354E+00  -0.245E+00  -0.473E+04   0.113E+00  -0.470E+00   0.182E+00   0.182E+00   0.134E+00  -0.163E+05   0.105E-01   0.257E+00   0.182E+00   0.182E+00   0.134E+00  -0.630E+04  -0.618E-01  -0.439E-01  -0.903E-02  -0.903E-02  -0.225E-01   0.273E+05  -0.617E-01   0.257E+00
  -0.354E+00  -0.245E+00  -0.354E+00   0.113E+00  -0.473E+04  -0.470E+00   0.182E+00   0.134E+00   0.182E+00   0.105E-01  -0.163E+05   0.257E+00  -0.903E-02  -0.225E-01  -0.903E-02  -0.617E-01   0.273E+05   0.257E+00   0.182E+00   0.134E+00   0.182E+00  -0.618E-01  -0.630E+04  -0.439E-01
   0.584E-01   0.234E-01   0.234E-01  -0.470E+00  -0.470E+00   0.113E+06   0.573E-02   0.228E-01   0.228E-01   0.257E+00   0.257E+00  -0.130E+06  -0.318E-01  -0.230E-01  -0.230E-01  -0.439E-01   0.257E+00   0.827E+04  -0.318E-01  -0.230E-01  -0.230E-01   0.257E+00  -0.439E-01   0.827E+04
   0.558E+05   0.362E+04   0.285E+05  -0.708E+00   0.466E-01  -0.491E+00   0.267E+04  -0.242E+04   0.963E+03   0.363E+00  -0.458E-01  -0.450E-01  -0.752E+05  -0.622E+04  -0.304E+05   0.363E+00   0.455E-01   0.268E+00   0.168E+05   0.502E+04   0.963E+03  -0.180E-01  -0.458E-01   0.268E+00
   0.362E+04  -0.128E+05   0.362E+04  -0.708E+00   0.116E+00  -0.708E+00  -0.242E+04   0.129E+05   0.502E+04   0.363E+00  -0.634E-01  -0.180E-01  -0.622E+04  -0.130E+05  -0.622E+04   0.363E+00   0.116E-01   0.363E+00   0.502E+04   0.129E+05  -0.242E+04  -0.180E-01  -0.634E-01   0.363E+00
   0.285E+05   0.362E+04   0.558E+05  -0.491E+00   0.466E-01  -0.708E+00   0.963E+03   0.502E+04   0.168E+05   0.268E+00  -0.458E-01  -0.180E-01  -0.304E+05  -0.622E+04  -0.752E+05   0.268E+00   0.455E-01   0.363E+00   0.963E+03  -0.242E+04   0.267E+04  -0.450E-01  -0.458E-01   0.363E+00
  -0.354E+00  -0.354E+00  -0.245E+00  -0.473E+04  -0.470E+00   0.113E+00   0.182E+00   0.182E+00   0.134E+00  -0.630E+04  -0.439E-01  -0.618E-01   0.182E+00   0.182E+00   0.134E+00  -0.163E+05   0.257E+00   0.105E-01  -0.903E-02  -0.903E-02  -0.225E-01   0.273E+05   0.257E+00  -0.617E-01
   0.234E-01   0.584E-01   0.234E-01  -0.470E+00   0.113E+06  -0.470E+00  -0.230E-01  -0.318E-01  -0.230E-01  -0.439E-01   0.827E+04   0.257E+00   0.228E-01   0.573E-02   0.228E-01   0.257E+00  -0.130E+06   0.257E+00  -0.230E-01  -0.318E-01  -0.230E-01   0.257E+00   0.827E+04  -0.439E-01
  -0.245E+00  -0.354E+00  -0.354E+00   0.113E+00  -0.470E+00  -0.473E+04  -0.225E-01  -0.903E-02  -0.903E-02  -0.617E-01   0.257E+00   0.273E+05   0.134E+00   0.182E+00   0.182E+00   0.105E-01   0.257E+00  -0.163E+05   0.134E+00   0.182E+00   0.182E+00  -0.618E-01  -0.439E-01  -0.630E+04
   0.558E+05   0.285E+05   0.362E+04   0.466E-01  -0.708E+00  -0.491E+00   0.267E+04   0.963E+03  -0.242E+04  -0.458E-01   0.363E+00  -0.450E-01   0.168E+05   0.963E+03   0.502E+04  -0.458E-01  -0.180E-01   0.268E+00  -0.752E+05  -0.304E+05  -0.622E+04   0.455E-01   0.363E+00   0.268E+00
   0.285E+05   0.558E+05   0.362E+04   0.466E-01  -0.491E+00  -0.708E+00   0.963E+03   0.168E+05   0.502E+04  -0.458E-01   0.268E+00  -0.180E-01   0.963E+03   0.267E+04  -0.242E+04  -0.458E-01  -0.450E-01   0.363E+00  -0.304E+05  -0.752E+05  -0.622E+04   0.455E-01   0.268E+00   0.363E+00
   0.362E+04   0.362E+04  -0.128E+05   0.116E+00  -0.708E+00  -0.708E+00  -0.242E+04   0.502E+04   0.129E+05  -0.634E-01   0.363E+00  -0.180E-01   0.502E+04  -0.242E+04   0.129E+05  -0.634E-01  -0.180E-01   0.363E+00  -0.622E+04  -0.622E+04  -0.130E+05   0.116E-01   0.363E+00   0.363E+00
   0.234E-01   0.234E-01   0.584E-01   0.113E+06  -0.470E+00  -0.470E+00  -0.230E-01  -0.230E-01  -0.318E-01   0.827E+04  -0.439E-01   0.257E+00  -0.230E-01  -0.230E-01  -0.318E-01   0.827E+04   0.257E+00  -0.439E-01   0.228E-01   0.228E-01   0.573E-02  -0.130E+06   0.257E+00   0.257E+00
  -0.354E+00  -0.245E+00  -0.354E+00  -0.470E+00  -0.473E+04   0.113E+00   0.182E+00   0.134E+00   0.182E+00  -0.439E-01  -0.630E+04  -0.618E-01  -0.903E-02  -0.225E-01  -0.903E-02   0.257E+00   0.273E+05  -0.617E-01   0.182E+00   0.134E+00   0.182E+00   0.257E+00  -0.163E+05   0.105E-01
  -0.245E+00  -0.354E+00  -0.354E+00  -0.470E+00   0.113E+00  -0.473E+04  -0.225E-01  -0.903E-02  -0.903E-02   0.257E+00  -0.617E-01   0.273E+05   0.134E+00   0.182E+00   0.182E+00  -0.439E-01  -0.618E-01  -0.630E+04   0.134E+00   0.182E+00   0.182E+00   0.257E+00   0.105E-01  -0.163E+05
