phi1  Phi  phi2
3.160000000000000e+00  2.469000000000000e+00  3.085000000000000e+00
3.231000000000000e+00  9.090000000000001e-01  6.225000000000000e+00
4.764000000000000e+00  1.628000000000000e+00  2.472000000000000e+00
8.000000000000000e-03  6.650000000000000e-01  7.400000000000000e-02
3.143000000000000e+00  2.473000000000000e+00  1.495000000000000e+00
3.237000000000000e+00  9.050000000000000e-01  1.512000000000000e+00
4.781000000000000e+00  1.623000000000000e+00  5.623000000000001e+00
9.900000000000002e-02  2.237000000000000e+00  1.630000000000000e+00
9.800000000000002e-02  2.237000000000000e+00  5.200000000000000e-02
6.274000000000000e+00  6.730000000000000e-01  4.797000000000000e+00
1.632000000000000e+00  1.520000000000000e+00  3.809000000000000e+00
3.146000000000000e+00  2.476000000000000e+00  4.638000000000000e+00
1.628000000000000e+00  1.517000000000000e+00  2.240000000000000e+00
1.693000000000000e+00  1.465000000000000e+00  6.660000000000000e-01
6.267000000000000e+00  6.740000000000000e-01  3.309000000000000e+00
5.000000000000000e-03  6.670000000000001e-01  3.302000000000000e+00
6.270000000000000e+00  6.750000000000002e-01  1.735000000000000e+00
3.258000000000000e+00  2.486000000000000e+00  3.337000000000000e+00
1.537000000000000e+00  1.697000000000000e+00  5.368000000000000e+00
1.270000000000000e-01  6.590000000000001e-01  1.366000000000000e+00
1.525000000000000e+00  1.693000000000000e+00  6.500000000000000e-01
1.534000000000000e+00  1.691000000000000e+00  5.370000000000000e+00
1.536000000000000e+00  1.694000000000000e+00  3.803000000000000e+00
3.010000000000000e+00  9.170000000000001e-01  1.610000000000000e-01
6.255000000000001e+00  2.237000000000000e+00  3.052000000000000e+00
4.736000000000000e+00  1.496000000000000e+00  2.478000000000000e+00
1.602000000000000e+00  1.653000000000000e+00  5.377000000000000e+00
1.180000000000000e-01  6.640000000000000e-01  3.016000000000000e+00
3.106000000000000e+00  9.180000000000000e-01  1.000000000000000e-01
3.107000000000000e+00  9.040000000000000e-01  4.810000000000000e+00
4.735000000000000e+00  1.500000000000000e+00  9.130000000000000e-01
1.591000000000000e+00  1.653000000000000e+00  6.620000000000000e-01
1.350000000000000e-01  6.650000000000000e-01  3.008000000000000e+00
6.251000000000000e+00  2.238000000000000e+00  1.474000000000000e+00
4.737000000000001e+00  1.493000000000000e+00  5.619000000000000e+00
4.741000000000000e+00  1.488000000000000e+00  4.047000000000000e+00
1.150000000000000e-01  6.610000000000000e-01  4.601000000000000e+00
6.255000000000001e+00  2.239000000000000e+00  4.628000000000000e+00
3.258000000000000e+00  2.476000000000000e+00  1.220000000000000e-01
4.740000000000001e+00  1.490000000000000e+00  9.120000000000000e-01
1.400000000000000e-01  6.700000000000000e-01  6.141000000000001e+00
3.111000000000001e+00  9.120000000000000e-01  3.236000000000000e+00
3.264000000000000e+00  2.480000000000000e+00  3.264000000000000e+00
1.606000000000000e+00  1.641000000000000e+00  2.241000000000000e+00
4.736000000000000e+00  1.499000000000000e+00  5.613000000000000e+00
3.279000000000000e+00  2.472000000000000e+00  4.768000000000000e+00
1.659000000000000e+00  1.592000000000000e+00  2.240000000000000e+00
1.300000000000000e-01  6.540000000000000e-01  3.093000000000000e+00
1.652000000000000e+00  1.603000000000000e+00  5.378000000000000e+00
6.200000000000000e-02  2.231000000000000e+00  4.671000000000000e+00
3.247000000000000e+00  2.469000000000000e+00  3.600000000000000e-02
3.253000000000001e+00  2.475000000000000e+00  3.176000000000000e+00
1.667000000000000e+00  1.602000000000000e+00  6.690000000000000e-01
1.280000000000000e-01  6.750000000000002e-01  6.240000000000000e+00
3.275000000000000e+00  2.481000000000000e+00  1.612000000000000e+00
3.205000000000000e+00  9.030000000000000e-01  4.743000000000000e+00
3.276000000000000e+00  2.473000000000000e+00  3.189000000000000e+00
1.655000000000000e+00  1.601000000000000e+00  2.240000000000000e+00
3.211000000000000e+00  9.120000000000000e-01  4.742000000000000e+00
3.194000000000000e+00  9.020000000000001e-01  3.195000000000000e+00
7.800000000000000e-02  2.243000000000000e+00  1.548000000000000e+00
3.213000000000000e+00  9.000000000000000e-01  3.178000000000000e+00
3.217000000000000e+00  8.920000000000000e-01  1.597000000000000e+00
3.263000000000000e+00  2.482000000000000e+00  4.681000000000000e+00
4.862000000000000e+00  1.579000000000000e+00  8.980000000000000e-01
3.306000000000000e+00  9.070000000000000e-01  1.551000000000000e+00
1.730000000000000e-01  2.247000000000000e+00  4.740000000000001e+00
4.858000000000000e+00  1.592000000000000e+00  2.474000000000000e+00
1.614000000000000e+00  1.732000000000000e+00  6.510000000000000e-01
3.393000000000000e+00  2.482000000000000e+00  2.600000000000000e-01
3.174000000000000e+00  9.190000000000000e-01  1.330000000000000e-01
1.698000000000000e+00  1.684000000000000e+00  3.804000000000000e+00
6.142000000000000e+00  8.270000000000000e-01  3.102000000000000e+00
6.081000000000000e+00  2.388000000000000e+00  3.103000000000000e+00
2.954000000000000e+00  7.470000000000000e-01  1.608000000000000e+00
3.007000000000000e+00  2.314000000000000e+00  4.600000000000000e-02
4.540000000000000e+00  1.541000000000000e+00  2.321000000000000e+00
3.008000000000000e+00  2.317000000000001e+00  4.756000000000000e+00
3.011000000000000e+00  2.320000000000000e+00  3.183000000000000e+00
2.948000000000000e+00  7.490000000000000e-01  1.683000000000000e+00
6.071000000000001e+00  2.389000000000000e+00  6.147000000000000e+00
4.599000000000000e+00  1.491000000000000e+00  7.500000000000000e-01
6.081000000000000e+00  2.381000000000000e+00  6.157000000000000e+00
3.111000000000001e+00  2.310000000000000e+00  4.828000000000000e+00
3.102000000000000e+00  2.301000000000000e+00  3.254000000000000e+00
4.591000000000000e+00  1.482000000000000e+00  2.320000000000000e+00
6.093000000000000e+00  2.394000000000000e+00  4.594000000000000e+00
4.607000000000000e+00  1.488000000000000e+00  5.452000000000000e+00
4.600000000000000e+00  1.494000000000000e+00  3.891000000000000e+00
1.458000000000000e+00  1.665000000000000e+00  3.973000000000000e+00
1.455000000000000e+00  1.656000000000000e+00  5.541000000000000e+00
2.939000000000000e+00  7.430000000000000e-01  3.267000000000000e+00
4.602000000000000e+00  1.488000000000000e+00  7.470000000000000e-01
4.595000000000001e+00  1.486000000000000e+00  3.879000000000000e+00
4.590000000000000e+00  1.479000000000000e+00  3.875000000000000e+00
1.461000000000000e+00  1.651000000000000e+00  3.973000000000000e+00
4.605000000000000e+00  1.475000000000000e+00  2.316000000000000e+00
2.942000000000000e+00  7.470000000000000e-01  4.826000000000001e+00
6.080000000000000e+00  2.398000000000000e+00  1.443000000000000e+00
3.110000000000000e+00  2.306000000000000e+00  3.262000000000000e+00
6.063000000000001e+00  2.393000000000000e+00  3.009000000000000e+00
3.217000000000000e+00  2.294000000000000e+00  3.334000000000000e+00
4.666000000000000e+00  1.440000000000000e+00  3.878000000000000e+00
6.300000000000000e-02  8.480000000000000e-01  1.390000000000000e+00
2.949000000000000e+00  7.350000000000000e-01  1.890000000000000e-01
6.900000000000001e-02  8.540000000000000e-01  6.103000000000000e+00
6.094000000000000e+00  2.395000000000000e+00  6.093000000000000e+00
6.800000000000000e-02  8.510000000000000e-01  4.527000000000000e+00
4.664000000000000e+00  1.439000000000000e+00  2.301000000000000e+00
1.516000000000000e+00  1.695000000000000e+00  5.548000000000000e+00
6.081000000000000e+00  2.394000000000000e+00  4.515000000000000e+00
2.943000000000000e+00  7.490000000000000e-01  3.341000000000000e+00
2.950000000000000e+00  7.440000000000000e-01  3.332000000000000e+00
5.100000000000000e-02  8.360000000000000e-01  4.544000000000000e+00
3.215000000000000e+00  2.292000000000000e+00  1.850000000000000e-01
4.657000000000000e+00  1.439000000000000e+00  2.311000000000000e+00
2.944000000000000e+00  7.460000000000001e-01  4.906000000000000e+00
1.585000000000000e+00  1.759000000000000e+00  5.565000000000000e+00
3.299000000000000e+00  2.283000000000000e+00  1.808000000000000e+00
6.082000000000000e+00  2.401000000000000e+00  1.301000000000000e+00
4.718000000000000e+00  1.382000000000000e+00  2.294000000000000e+00
3.050000000000000e+00  7.420000000000000e-01  6.217000000000000e+00
4.569000000000000e+00  1.611000000000000e+00  2.324000000000000e+00
1.425000000000000e+00  1.527000000000000e+00  8.280000000000000e-01
4.571000000000000e+00  1.617000000000000e+00  7.510000000000000e-01
2.967000000000000e+00  2.312000000000000e+00  1.513000000000000e+00
3.054000000000000e+00  7.440000000000000e-01  3.077000000000000e+00
3.059000000000000e+00  7.450000000000001e-01  6.210000000000000e+00
1.432000000000000e+00  1.522000000000000e+00  3.967000000000000e+00
3.059000000000000e+00  7.540000000000000e-01  6.204000000000000e+00
4.573000000000000e+00  1.611000000000000e+00  2.311000000000000e+00
4.567000000000001e+00  1.620000000000000e+00  7.460000000000001e-01
3.068000000000000e+00  7.500000000000000e-01  3.063000000000000e+00
6.201000000000000e+00  2.389000000000000e+00  1.638000000000000e+00
6.198000000000000e+00  2.398000000000000e+00  3.205000000000000e+00
6.202000000000001e+00  2.392000000000000e+00  3.209000000000000e+00
6.199000000000000e+00  2.388000000000000e+00  1.639000000000000e+00
6.192000000000000e+00  2.393000000000000e+00  3.201000000000000e+00
4.574000000000000e+00  1.625000000000000e+00  5.454000000000000e+00
2.951000000000000e+00  2.321000000000000e+00  3.069000000000000e+00
2.957000000000000e+00  2.315000000000000e+00  3.069000000000000e+00
4.635000000000000e+00  1.572000000000000e+00  3.887000000000000e+00
1.489000000000000e+00  1.577000000000000e+00  8.320000000000001e-01
6.199000000000000e+00  8.290000000000000e-01  6.283000000000001e+00
4.636000000000000e+00  1.565000000000000e+00  7.490000000000000e-01
4.643000000000000e+00  1.573000000000000e+00  5.453000000000001e+00
1.494000000000000e+00  1.575000000000000e+00  2.399000000000000e+00
1.480000000000000e+00  1.572000000000000e+00  8.169999999999999e-01
4.634000000000001e+00  1.558000000000000e+00  7.540000000000000e-01
3.070000000000000e+00  2.313000000000000e+00  1.579000000000000e+00
4.621000000000000e+00  1.564000000000000e+00  3.878000000000000e+00
3.056000000000000e+00  7.450000000000001e-01  3.148000000000000e+00
1.489000000000000e+00  1.580000000000000e+00  2.393000000000000e+00
3.064000000000000e+00  7.480000000000000e-01  4.715000000000000e+00
3.074000000000000e+00  2.315000000000000e+00  3.152000000000000e+00
4.638000000000000e+00  1.571000000000000e+00  2.317000000000001e+00
6.201000000000000e+00  2.390000000000000e+00  6.274000000000000e+00
3.065000000000000e+00  2.321000000000000e+00  6.000000000000000e-03
3.064000000000000e+00  7.510000000000000e-01  1.568000000000000e+00
6.222000000000001e+00  8.240000000000001e-01  4.692000000000000e+00
1.484000000000000e+00  1.577000000000000e+00  5.535000000000000e+00
3.061000000000000e+00  7.500000000000000e-01  1.564000000000000e+00
6.195000000000000e+00  2.394000000000000e+00  4.701000000000000e+00
6.202000000000001e+00  2.389000000000000e+00  3.135000000000000e+00
4.638000000000000e+00  1.565000000000000e+00  2.313000000000000e+00
6.196000000000000e+00  2.395000000000000e+00  3.138000000000000e+00
4.633000000000000e+00  1.567000000000000e+00  5.464000000000001e+00
4.630000000000000e+00  1.563000000000000e+00  5.454000000000000e+00
3.058000000000000e+00  2.311000000000000e+00  3.149000000000000e+00
6.207000000000000e+00  2.401000000000000e+00  6.279000000000000e+00
4.634000000000001e+00  1.558000000000000e+00  5.457000000000000e+00
6.193000000000000e+00  2.389000000000000e+00  1.558000000000000e+00
3.069000000000000e+00  2.316000000000000e+00  4.726000000000001e+00
6.196000000000000e+00  8.240000000000001e-01  6.277000000000000e+00
3.061000000000000e+00  2.315000000000000e+00  4.724000000000000e+00
6.197000000000000e+00  8.190000000000000e-01  1.000000000000000e-03
6.207000000000000e+00  2.392000000000000e+00  4.703000000000000e+00
3.054000000000000e+00  7.420000000000000e-01  4.716000000000000e+00
3.062000000000000e+00  2.322000000000000e+00  8.000000000000000e-03
1.490000000000000e+00  1.580000000000000e+00  2.393000000000000e+00
1.492000000000000e+00  1.577000000000000e+00  3.968000000000000e+00
1.483000000000000e+00  1.579000000000000e+00  8.200000000000000e-01
3.072000000000000e+00  2.312000000000000e+00  3.000000000000000e-03
3.063000000000000e+00  7.410000000000000e-01  2.000000000000000e-03
1.487000000000000e+00  1.580000000000000e+00  5.542000000000001e+00
4.639000000000000e+00  1.567000000000000e+00  5.468000000000000e+00
6.202000000000001e+00  2.397000000000000e+00  3.138000000000000e+00
6.182000000000000e+00  2.396000000000000e+00  3.120000000000000e+00
6.203000000000000e+00  8.270000000000000e-01  3.146000000000000e+00
4.629000000000000e+00  1.568000000000000e+00  5.461000000000000e+00
3.063000000000000e+00  7.520000000000000e-01  4.715000000000000e+00
1.479000000000000e+00  1.569000000000000e+00  5.532000000000000e+00
3.064000000000000e+00  7.520000000000000e-01  1.000000000000000e-02
3.056000000000000e+00  7.530000000000001e-01  3.150000000000000e+00
4.639000000000000e+00  1.565000000000000e+00  5.463000000000000e+00
6.207000000000000e+00  8.270000000000000e-01  1.567000000000000e+00
1.496000000000000e+00  1.583000000000000e+00  5.535000000000000e+00
1.500000000000000e+00  1.575000000000000e+00  2.388000000000000e+00
6.203000000000000e+00  2.393000000000000e+00  3.136000000000001e+00
6.206000000000000e+00  8.220000000000000e-01  1.566000000000000e+00
4.637000000000000e+00  1.571000000000000e+00  3.897000000000000e+00
3.070000000000000e+00  2.313000000000000e+00  3.148000000000000e+00
3.062000000000000e+00  7.460000000000001e-01  1.579000000000000e+00
6.206000000000000e+00  2.395000000000000e+00  1.561000000000000e+00
1.492000000000000e+00  1.577000000000000e+00  2.392000000000000e+00
6.205000000000001e+00  8.230000000000000e-01  4.712000000000000e+00
3.068000000000000e+00  7.500000000000000e-01  4.711000000000000e+00
4.624000000000000e+00  1.572000000000000e+00  7.500000000000000e-01
6.202000000000001e+00  2.402000000000001e+00  6.273000000000000e+00
6.203000000000000e+00  2.399000000000000e+00  6.272000000000001e+00
6.186000000000000e+00  2.397000000000000e+00  1.550000000000000e+00
3.052000000000000e+00  7.520000000000000e-01  1.000000000000000e-02
1.495000000000000e+00  1.577000000000000e+00  2.397000000000000e+00
1.493000000000000e+00  1.572000000000000e+00  8.340000000000000e-01
6.216000000000001e+00  8.310000000000001e-01  3.134000000000000e+00
4.627000000000000e+00  1.562000000000000e+00  2.310000000000000e+00
1.487000000000000e+00  1.574000000000000e+00  8.280000000000000e-01
6.202000000000001e+00  8.169999999999999e-01  4.710000000000000e+00
6.209000000000000e+00  2.392000000000000e+00  2.000000000000000e-03
3.075000000000000e+00  2.324000000000000e+00  4.723000000000001e+00
4.635000000000000e+00  1.565000000000000e+00  2.312000000000000e+00
1.494000000000000e+00  1.576000000000000e+00  5.544000000000000e+00
6.195000000000000e+00  2.394000000000000e+00  1.568000000000000e+00
4.616000000000000e+00  1.560000000000000e+00  2.319000000000000e+00
6.195000000000000e+00  2.396000000000000e+00  4.707000000000000e+00
6.181000000000000e+00  2.398000000000000e+00  6.262000000000000e+00
6.201000000000000e+00  2.395000000000000e+00  1.571000000000000e+00
6.210000000000000e+00  8.220000000000000e-01  1.571000000000000e+00
3.171000000000000e+00  2.318000000000000e+00  3.219000000000000e+00
1.554000000000000e+00  1.627000000000000e+00  5.540000000000000e+00
3.600000000000000e-02  8.240000000000001e-01  6.198000000000000e+00
1.549000000000000e+00  1.627000000000000e+00  5.547000000000000e+00
3.168000000000001e+00  2.312000000000000e+00  1.645000000000000e+00
4.685000000000000e+00  1.517000000000000e+00  7.470000000000000e-01
3.060000000000000e+00  7.480000000000000e-01  4.780000000000000e+00
1.554000000000000e+00  1.638000000000000e+00  2.386000000000000e+00
3.100000000000000e-02  8.240000000000001e-01  4.637000000000000e+00
2.700000000000000e-02  8.179999999999999e-01  3.068000000000000e+00
1.552000000000000e+00  1.631000000000000e+00  8.149999999999999e-01
3.057000000000000e+00  7.450000000000001e-01  1.657000000000000e+00
3.066000000000000e+00  7.460000000000001e-01  1.640000000000000e+00
3.900000000000000e-02  8.290000000000000e-01  1.484000000000000e+00
3.059000000000000e+00  7.470000000000000e-01  3.224000000000000e+00
3.063000000000000e+00  7.390000000000000e-01  1.652000000000000e+00
3.174000000000000e+00  2.318000000000000e+00  3.216000000000000e+00
3.162000000000000e+00  2.316000000000000e+00  3.222000000000000e+00
4.692000000000000e+00  1.509000000000000e+00  5.457000000000000e+00
4.697000000000000e+00  1.511000000000000e+00  5.459000000000000e+00
3.151000000000000e+00  2.320000000000000e+00  1.626000000000000e+00
1.543000000000000e+00  1.626000000000000e+00  3.967000000000000e+00
4.692000000000000e+00  1.518000000000000e+00  7.440000000000000e-01
4.300000000000000e-02  8.280000000000000e-01  6.199000000000000e+00
3.058000000000000e+00  7.420000000000000e-01  3.227000000000000e+00
1.544000000000000e+00  1.633000000000000e+00  2.393000000000000e+00
1.900000000000000e-02  8.230000000000000e-01  3.077000000000000e+00
3.000000000000000e-02  8.300000000000000e-01  1.497000000000000e+00
8.999999999999999e-03  8.280000000000000e-01  6.218000000000000e+00
6.187000000000000e+00  2.396000000000000e+00  3.049000000000000e+00
3.500000000000000e-02  8.260000000000000e-01  4.621000000000000e+00
4.686000000000000e+00  1.509000000000000e+00  5.456000000000000e+00
3.175000000000000e+00  2.316000000000000e+00  3.226000000000000e+00
1.548000000000000e+00  1.638000000000000e+00  5.533000000000000e+00
6.194000000000001e+00  2.402000000000001e+00  1.484000000000000e+00
4.686000000000000e+00  1.513000000000000e+00  2.326000000000000e+00
3.170000000000000e+00  2.310000000000000e+00  3.217000000000000e+00
2.800000000000000e-02  8.250000000000000e-01  1.492000000000000e+00
6.202000000000001e+00  2.391000000000000e+00  3.057000000000000e+00
4.000000000000000e-02  8.240000000000001e-01  3.058000000000000e+00
4.693000000000000e+00  1.512000000000000e+00  5.459000000000000e+00
2.700000000000000e-02  8.230000000000000e-01  6.210000000000000e+00
4.689000000000000e+00  1.514000000000000e+00  5.465000000000000e+00
4.684000000000001e+00  1.514000000000000e+00  3.890000000000000e+00
3.200000000000000e-02  8.250000000000000e-01  6.202000000000001e+00
4.689000000000000e+00  1.517000000000000e+00  3.885000000000000e+00
3.055000000000000e+00  7.400000000000000e-01  1.658000000000000e+00
6.197000000000000e+00  2.389000000000000e+00  6.195000000000000e+00
3.060000000000000e+00  7.540000000000000e-01  4.795000000000000e+00
3.069000000000000e+00  7.500000000000000e-01  4.781000000000000e+00
1.544000000000000e+00  1.627000000000000e+00  2.402000000000001e+00
3.046000000000000e+00  7.510000000000000e-01  4.798000000000000e+00
1.562000000000000e+00  1.627000000000000e+00  8.260000000000000e-01
4.690000000000000e+00  1.510000000000000e+00  2.314000000000000e+00
3.166000000000000e+00  2.310000000000000e+00  8.200000000000000e-02
3.047000000000000e+00  7.490000000000000e-01  1.663000000000000e+00
3.500000000000000e-02  8.280000000000000e-01  6.197000000000000e+00
6.213000000000000e+00  2.388000000000000e+00  3.074000000000000e+00
1.543000000000000e+00  1.623000000000000e+00  2.403000000000000e+00
3.046000000000000e+00  7.410000000000000e-01  8.900000000000000e-02
3.060000000000000e+00  7.310000000000000e-01  4.804000000000001e+00
2.800000000000000e-02  8.250000000000000e-01  1.492000000000000e+00
3.600000000000000e-02  8.250000000000000e-01  1.491000000000000e+00
4.691000000000000e+00  1.505000000000000e+00  5.461000000000000e+00
3.171000000000000e+00  2.317000000000001e+00  4.782000000000000e+00
1.551000000000000e+00  1.628000000000000e+00  2.410000000000000e+00
3.179000000000000e+00  2.318000000000000e+00  3.220000000000000e+00
3.052000000000000e+00  7.420000000000000e-01  4.806000000000000e+00
1.545000000000000e+00  1.633000000000000e+00  3.964000000000000e+00
3.179000000000000e+00  2.318000000000000e+00  4.808000000000000e+00
3.176000000000000e+00  2.307000000000000e+00  8.000000000000000e-02
3.174000000000000e+00  2.309000000000000e+00  3.233000000000000e+00
3.169000000000000e+00  2.312000000000000e+00  3.219000000000000e+00
4.691000000000000e+00  1.513000000000000e+00  7.420000000000000e-01
3.700000000000000e-02  8.260000000000000e-01  1.495000000000000e+00
3.600000000000000e-02  8.310000000000001e-01  3.065000000000000e+00
3.180000000000000e+00  2.318000000000000e+00  8.200000000000000e-02
6.198000000000000e+00  2.396000000000000e+00  3.056000000000000e+00
1.546000000000000e+00  1.627000000000000e+00  2.398000000000000e+00
3.071000000000000e+00  7.420000000000000e-01  1.648000000000000e+00
1.549000000000000e+00  1.628000000000000e+00  2.391000000000000e+00
4.683000000000000e+00  1.515000000000000e+00  5.444000000000000e+00
1.546000000000000e+00  1.627000000000000e+00  8.340000000000000e-01
3.053000000000000e+00  7.470000000000000e-01  8.300000000000000e-02
4.692000000000000e+00  1.508000000000000e+00  5.461000000000000e+00
1.547000000000000e+00  1.626000000000000e+00  2.397000000000000e+00
6.199000000000000e+00  2.398000000000000e+00  1.497000000000000e+00
3.400000000000000e-02  8.270000000000000e-01  3.058000000000000e+00
3.047000000000000e+00  7.390000000000000e-01  3.233000000000000e+00
3.058000000000000e+00  7.490000000000000e-01  4.795000000000000e+00
4.692000000000000e+00  1.506000000000000e+00  2.308000000000000e+00
1.544000000000000e+00  1.622000000000000e+00  8.320000000000001e-01
3.055000000000000e+00  7.580000000000000e-01  4.795000000000000e+00
2.000000000000000e-02  8.240000000000001e-01  6.219000000000001e+00
2.900000000000000e-02  8.240000000000001e-01  4.636000000000000e+00
3.189000000000000e+00  2.327000000000000e+00  3.238000000000000e+00
3.044000000000000e+00  7.480000000000000e-01  1.657000000000000e+00
1.553000000000000e+00  1.630000000000000e+00  3.962000000000001e+00
3.178000000000000e+00  2.319000000000000e+00  4.797000000000000e+00
1.552000000000000e+00  1.627000000000000e+00  3.969000000000000e+00
3.176000000000000e+00  2.318000000000000e+00  8.599999999999999e-02
6.195000000000000e+00  2.403000000000000e+00  1.480000000000000e+00
3.058000000000000e+00  7.530000000000001e-01  1.647000000000000e+00
3.160000000000000e+00  2.315000000000000e+00  1.641000000000000e+00
6.195000000000000e+00  2.388000000000000e+00  6.198000000000000e+00
4.694000000000000e+00  1.509000000000000e+00  5.458000000000000e+00
4.688000000000000e+00  1.516000000000000e+00  7.500000000000000e-01
3.066000000000000e+00  7.390000000000000e-01  4.793000000000000e+00
4.693000000000000e+00  1.505000000000000e+00  5.456000000000000e+00
1.598000000000000e+00  1.670000000000000e+00  2.399000000000000e+00
6.209000000000000e+00  2.391000000000000e+00  4.558000000000000e+00
1.360000000000000e-01  8.440000000000000e-01  6.132000000000000e+00
1.310000000000000e-01  8.370000000000000e-01  6.132000000000000e+00
6.201000000000000e+00  2.397000000000000e+00  6.110000000000000e+00
3.058000000000000e+00  7.450000000000001e-01  1.741000000000000e+00
1.610000000000000e+00  1.673000000000000e+00  8.280000000000000e-01
4.744000000000000e+00  1.466000000000000e+00  3.878000000000000e+00
3.275000000000000e+00  2.300000000000000e+00  4.856000000000000e+00
4.748000000000001e+00  1.463000000000000e+00  3.883000000000000e+00
6.200000000000000e+00  2.386000000000000e+00  6.120000000000000e+00
6.193000000000000e+00  2.403000000000000e+00  4.548000000000000e+00
4.753000000000000e+00  1.459000000000000e+00  3.885000000000000e+00
6.202000000000001e+00  2.393000000000000e+00  6.123000000000000e+00
3.265000000000000e+00  2.307000000000000e+00  1.705000000000000e+00
3.047000000000000e+00  7.440000000000000e-01  1.739000000000000e+00
4.747000000000000e+00  1.452000000000000e+00  7.470000000000000e-01
3.056000000000000e+00  7.370000000000000e-01  1.739000000000000e+00
6.203000000000000e+00  2.403000000000000e+00  4.547000000000000e+00
3.072000000000000e+00  7.500000000000000e-01  4.869000000000000e+00
3.268000000000000e+00  2.300000000000000e+00  1.440000000000000e-01
3.272000000000000e+00  2.305000000000000e+00  4.850000000000000e+00
4.752000000000000e+00  1.465000000000000e+00  5.450000000000001e+00
1.617000000000000e+00  1.689000000000000e+00  2.402000000000001e+00
1.611000000000000e+00  1.681000000000000e+00  2.400000000000000e+00
1.300000000000000e-01  8.250000000000000e-01  4.566000000000000e+00
6.210000000000000e+00  2.389000000000000e+00  2.987000000000001e+00
1.598000000000000e+00  1.679000000000000e+00  5.534000000000000e+00
1.270000000000000e-01  8.350000000000000e-01  1.425000000000000e+00
3.264000000000000e+00  2.312000000000000e+00  3.288000000000000e+00
3.290000000000000e+00  2.311000000000000e+00  1.737000000000000e+00
1.280000000000000e-01  8.450000000000000e-01  6.134000000000000e+00
1.290000000000000e-01  8.260000000000000e-01  4.573000000000000e+00
3.279000000000000e+00  2.303000000000000e+00  1.728000000000000e+00
3.048000000000000e+00  7.400000000000000e-01  3.309000000000000e+00
1.608000000000000e+00  1.675000000000000e+00  5.541000000000000e+00
3.271000000000000e+00  2.303000000000000e+00  4.864000000000000e+00
6.196000000000000e+00  2.390000000000000e+00  6.122000000000000e+00
6.213000000000000e+00  2.389000000000000e+00  4.551000000000000e+00
6.190000000000000e+00  2.398000000000000e+00  1.403000000000000e+00
3.062000000000000e+00  7.520000000000000e-01  1.730000000000000e+00
6.205000000000001e+00  2.400000000000000e+00  2.902000000000001e+00
3.055000000000000e+00  7.510000000000000e-01  2.370000000000000e-01
3.056000000000000e+00  7.440000000000000e-01  3.383000000000000e+00
3.384000000000000e+00  2.286000000000000e+00  1.787000000000000e+00
1.700000000000000e-02  2.397000000000000e+00  3.314000000000000e+00
2.924000000000000e+00  2.312000000000000e+00  2.986000000000000e+00
2.200000000000000e-02  2.396000000000000e+00  3.324000000000000e+00
2.927000000000000e+00  2.303000000000000e+00  2.983000000000000e+00
3.169000000000000e+00  7.470000000000000e-01  1.387000000000000e+00
3.500000000000000e-02  2.401000000000000e+00  4.896000000000000e+00
3.900000000000000e-02  2.397000000000000e+00  1.759000000000000e+00
1.459000000000000e+00  1.438000000000000e+00  8.310000000000001e-01
3.166000000000000e+00  7.510000000000000e-01  6.099000000000001e+00
2.918000000000000e+00  2.307000000000000e+00  4.553000000000001e+00
2.926000000000000e+00  2.314000000000000e+00  6.117000000000000e+00
4.663000000000000e+00  1.647000000000000e+00  7.440000000000000e-01
4.665000000000000e+00  1.641000000000000e+00  3.877000000000000e+00
1.517000000000000e+00  1.499000000000000e+00  3.967000000000000e+00
4.664000000000000e+00  1.636000000000000e+00  3.880000000000000e+00
3.027000000000000e+00  2.309000000000000e+00  4.616000000000000e+00
1.518000000000000e+00  1.499000000000000e+00  3.974000000000000e+00
1.516000000000000e+00  1.497000000000000e+00  8.250000000000000e-01
1.500000000000000e-02  2.386000000000000e+00  3.240000000000000e+00
4.656000000000001e+00  1.642000000000000e+00  5.463000000000000e+00
3.019000000000001e+00  2.308000000000000e+00  4.607000000000000e+00
3.018000000000000e+00  2.311000000000000e+00  4.620000000000001e+00
4.657000000000000e+00  1.642000000000000e+00  3.882000000000000e+00
4.662000000000000e+00  1.645000000000000e+00  7.450000000000001e-01
6.153000000000000e+00  8.200000000000000e-01  1.681000000000000e+00
6.164000000000000e+00  8.260000000000000e-01  9.700000000000002e-02
1.519000000000000e+00  1.497000000000000e+00  3.965000000000000e+00
3.161000000000000e+00  7.500000000000000e-01  1.467000000000000e+00
3.027000000000000e+00  2.316000000000000e+00  4.605000000000000e+00
3.163000000000000e+00  7.410000000000000e-01  3.038000000000000e+00
3.013000000000000e+00  2.311000000000000e+00  6.173000000000000e+00
4.660000000000000e+00  1.637000000000000e+00  3.880000000000000e+00
4.669000000000000e+00  1.646000000000000e+00  3.881000000000000e+00
3.164000000000000e+00  7.430000000000000e-01  4.611000000000000e+00
1.522000000000000e+00  1.491000000000000e+00  8.310000000000001e-01
3.158000000000000e+00  7.490000000000000e-01  3.035000000000000e+00
2.300000000000000e-02  2.401000000000000e+00  1.020000000000000e-01
1.800000000000000e-02  2.400000000000000e+00  3.242000000000000e+00
6.174000000000000e+00  8.340000000000000e-01  1.668000000000000e+00
4.668000000000000e+00  1.646000000000000e+00  7.540000000000000e-01
1.515000000000000e+00  1.498000000000000e+00  5.537000000000000e+00
